"","salt","sugar","water","cereals","oil","flour","fruits","milk","seeds","onion","garlic","chocolate","yeast","egg","vinegar","tomato","cream","rice","corn","cheese","butter","red.meat","white.meat","potato","honey","paprika","mustard","turmeric","ginger","parsley","wine","chili","mushrooms","bread","pasta","fish","seafood","veggies","legumes","pepper","salt","sugar","water","cereals","oil","flour","fruits","milk","seeds","onion","garlic","chocolate","yeast","egg","vinegar","tomato","cream","rice","corn","cheese","butter","red.meat","white.meat","potato","honey","paprika","mustard","turmeric","ginger","parsley","wine","chili","mushrooms","bread","pasta","fish","seafood","veggies","legumes","pepper","is_giallo_zafferano"
"24",0.107054327877879,0,0,0,0.136221667500113,0,0,0,0.193705002056855,0,0,0,0,0.155500211453375,0,0,0,0,0,0.180497651883954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294220318819618,0,0,0,0,0.238455723635218,0.142242209509744,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"25",0,0,0,0,0.155681905714415,0,0,0.239100290350056,0.221377145207834,0,0,0,0,0.177714527375285,0,0,0,0,0,0.206283030724518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336251792936706,0,0,0,0,0.272520827011677,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"26",0.142739103837172,0,0,0,0.181628890000151,0,0,0,0,0,0,0,0,0.207333615271166,0,0.315489971939153,0,0,0,0.240663535845271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189656279346326,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"27",0.0951594025581144,0,0,0,0.121085926666767,0.13881903334231,0,0,0.172182224050538,0,0,0,0,0.138222410180778,0,0,0,0,0,0.160442357230181,0,0,0,0.25570102598828,0,0,0,0,0,0,0,0,0,0.261529172284104,0,0,0,0,0.211960643231305,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"28",0.0713695519185858,0.127293102011227,0.0907923273347197,0.216836093116305,0.0908144450000754,0.104114275006732,0,0.139475169370866,0.129136668037903,0,0,0,0.198215863093421,0,0,0,0,0,0,0.120331767922636,0.119461855593176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948281396731629,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"29",0.122347803289004,0,0,0,0.155681905714415,0,0,0,0.221377145207834,0,0,0,0,0.177714527375285,0,0,0,0,0,0.206283030724518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336251792936706,0,0,0,0,0,0.162562525153994,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"30",0.122347803289004,0,0,0,0.155681905714415,0,0,0,0,0,0.220116674154024,0,0,0.177714527375285,0,0.270419975947845,0,0,0,0.206283030724518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336251792936706,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"31",0.0778576930020936,0,0.0990461752742397,0,0.0990703036364459,0.113579209098254,0,0.152154730222763,0.140876365132258,0,0.140074247188925,0,0,0,0,0,0,0,0,0,0.130322024283465,0.188462122085213,0,0,0,0,0,0,0,0,0,0,0,0,0.322678174442199,0,0,0,0.173422344461977,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"32",0.142739103837172,0,0.181584654669439,0,0.181628890000151,0.208228550013465,0,0,0,0,0,0,0,0,0,0.315489971939153,0,0,0,0.240663535845271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"33",0.122347803289004,0,0.155643989716662,0,0.155681905714415,0.178481614297256,0,0,0,0,0,0,0,0,0,0.270419975947845,0,0,0,0.206283030724518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162562525153994,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"34",0,0,0,0,0.136221667500113,0,0.197029160116958,0,0,0,0.192602089884771,0,0,0,0,0,0,0,0,0.180497651883954,0,0,0,0,0,0,0,0,0,0.289942612392575,0,0,0,0.294220318819618,0,0,0.415697907388844,0,0,0.142242209509744,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
"35",0.122347803289004,0,0,0,0.155681905714415,0,0,0,0,0,0,0,0,0.177714527375285,0,0.270419975947845,0,0,0,0.206283030724518,0,0.296154763276763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162562525153994,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"36",0.107054327877879,0,0,0,0.136221667500113,0.156171412510099,0,0,0.193705002056855,0,0,0,0,0.155500211453375,0,0,0,0,0,0.180497651883954,0,0.259135417867168,0,0.287663654236815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"37",0.0778576930020936,0,0.0990461752742397,0,0.0990703036364459,0,0,0,0,0.151509636042905,0,0,0,0.113091062875182,0,0.172085439239538,0,0.249486784740911,0.250243134688382,0.131271019551966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213978413686995,0,0,0,0,0,0.10344887964345,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"38",0.0951594025581144,0,0.121056436446293,0,0,0.13881903334231,0,0.185966892494488,0,0,0,0,0,0,0,0,0,0,0,0.160442357230181,0.159282474124235,0,0,0.25570102598828,0,0.330721305821944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126437519564217,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"39",0.122347803289004,0,0.155643989716662,0,0.155681905714415,0,0.225176182990809,0,0.221377145207834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277590820167427,0.272520827011677,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
